,gene_P,gene_R,corr,cor
568,BCL2L11,PLEKHM1,0.629202567,>0.6
4233,RABGEF1,TRIM41,0.629075778,>0.6
1523,DDR2,SYDE2,0.628842655,>0.6
1053,CDNF,C17orf49,0.628768695,>0.6
4366,RIBC1,POLM,0.628761594,>0.6
2918,LINGO4,C19orf55,0.62854194,>0.6
1222,CIITA,CCM2,0.628437065,>0.6
5600,TTC31,UQCR11,0.628341377,>0.6
44,ABHD13,C14orf2,0.628193942,>0.6
474,B9D1,CMYA5,0.628068144,>0.6
4102,PRIM2,CDCA5,0.628037245,>0.6
1519,DDR2,RCBTB1,0.628007047,>0.6
5856,ZCCHC9,NKAPL,0.627940569,>0.6
2931,LINGO4,GNA11,0.627796119,>0.6
1255,CKAP2,SLC4A3,0.627657695,>0.6
2297,GPRASP2,B9D1,0.627602005,>0.6
716,C12orf65,FUT10,0.627596862,>0.6
2939,LINGO4,NBPF10,0.627365648,>0.6
1384,CRIM1,CDC42EP5,0.627242316,>0.6
4773,SH3TC2,ZC3H12D,0.627134787,>0.6
3873,PER3,B4GALNT4,0.627108174,>0.6
90,ACTN2,KIFC3,0.627084445,>0.6
2760,KIF18A,SPIRE2,0.626995648,>0.6
364,ARSE,HGS,0.626944423,>0.6
4384,RIMKLB,AK5,0.626834949,>0.6
1398,CRIM1,RRAD,0.626820548,>0.6
746,C19orf55,CHURC1,0.626737665,>0.6
4552,RRAD,BBS7,0.626725809,>0.6
2159,FSIP1,RPL19,0.626686624,>0.6
4737,SETDB2,MKRN3,0.626380156,>0.6
3911,PGBD5,SAP130,0.62637739,>0.6
550,BCL2L11,KIAA0430,0.626369699,>0.6
5359,TLR6,NPRL2,0.626357955,>0.6
517,BCL11B,TMEM214,0.626272691,>0.6
2428,HCN4,WNK3,0.626272258,>0.6
2018,FANCB,CCDC84,0.626258889,>0.6
5047,SOX18,WDR72,0.62621678,>0.6
557,BCL2L11,MED12L,0.626121123,>0.6
1282,CLN6,TOX2,0.62607639,>0.6
2820,KL,USP33,0.625877701,>0.6
2750,KIAA1737,GNAT2,0.625858819,>0.6
4718,SERPINA9,JTB,0.625745519,>0.6
2591,IKZF5,FBXL12,0.625682781,>0.6
3362,MTMR8,SOX18,0.625502574,>0.6
2335,GRHL3,ZNHIT2,0.625472027,>0.6
1568,DIXDC1,SNRNP27,0.625428981,>0.6
1057,CDNF,GLIPR1,0.6253882,>0.6
4249,RADIL,COX6B1,0.625366911,>0.6
50,ABHD13,NUDT22,0.625326495,>0.6
4648,SCN7A,CPT1B,0.625323732,>0.6
3881,PEX16,COL24A1,0.625251584,>0.6
1233,CIITA,PQBP1,0.625057174,>0.6
1564,DIXDC1,PDCD2,0.624953969,>0.6
1574,DLGAP3,BRMS1,0.624862639,>0.6
4843,SLC25A14,VSIG4,0.624833664,>0.6
2809,KL,SPATA6,0.624772655,>0.6
4909,SLC25A46,USP51,0.624755751,>0.6
2613,INO80D,WDR45,0.624507031,>0.6
2038,FANCB,WDR83,0.62439251,>0.6
2537,ICOSLG,LIN7B,0.6242848,>0.6
1910,ETV7,ZBTB8OS,0.624259694,>0.6
2178,FUT10,ZNF469,0.624247138,>0.6
6019,ZNF500,CCDC53,0.624152654,>0.6
4104,PRIM2,ESPL1,0.624119919,>0.6
4798,SIGLEC11,RNF216,0.624012325,>0.6
857,CACNA1I,HOXB9,0.624007102,>0.6
3378,MYC,COMMD4,0.623937379,>0.6
5918,ZMYM5,TECR,0.62368761,>0.6
4914,SLC25A46,ZNF76,0.623623834,>0.6
3217,MLH3,BCL7C,0.623623652,>0.6
3377,MYC,C6orf163,0.623607347,>0.6
1455,CUBN,RNF166,0.623589905,>0.6
1179,CHRDL1,PAPD7,0.623536554,>0.6
5057,SPAG17,KIF17,0.623532751,>0.6
2172,FUT10,NDEL1,0.623530575,>0.6
903,CBFA2T3,KIAA1107,0.623485617,>0.6
1705,EGR2,APOA1,0.623463764,>0.6
2847,KLHL5,ALAS1,0.623463189,>0.6
4605,SCAND3,GPS2,0.623404164,>0.6
358,ARSE,EIF2S3,0.622878895,>0.6
1852,ERN1,MRPS24,0.622772114,>0.6
4716,SERPINA9,EGLN3,0.622745607,>0.6
5913,ZMYM5,GNG5,0.622629505,>0.6
4647,SCN7A,C6orf163,0.622598868,>0.6
5287,TESK1,SCAF1,0.622587925,>0.6
3388,MYC,UBL7,0.622564659,>0.6
1165,CHRDL1,LPP,0.622521332,>0.6
1680,ECT2L,WDR87,0.622481351,>0.6
2917,LINGO4,BRWD3,0.62246926,>0.6
4926,SLC27A6,SCNN1D,0.622409375,>0.6
5670,UNC45B,GATSL1,0.622266012,>0.6
5185,STOX2,RABAC1,0.622261999,>0.6
838,C9orf84,APOB,0.62225164,>0.6
6023,ZNF500,RNF10,0.622246161,>0.6
5445,TMEM66,POLRMT,0.622209413,>0.6
4103,PRIM2,CDT1,0.622143615,>0.6
4138,PRX,COL24A1,0.622069919,>0.6
4886,SLC25A46,PLA2G6,0.622043969,>0.6
1280,CLN6,SERPINF2,0.62179903,>0.6
5431,TMEM66,ISOC2,0.621615528,>0.6
371,ARSE,TRAPPC2,0.621611227,>0.6
3887,PEX16,TBC1D20,0.621316006,>0.6
2303,GPRASP2,GPS2,0.621300405,>0.6
1363,COX8A,POLR3K,0.621280939,>0.6
2780,KL,ATG4C,0.621188478,>0.6
4972,SLIT1,TLR7,0.621175589,>0.6
3729,PARD6A,CTR9,0.621163994,>0.6
2979,LONRF2,ELOF1,0.621061482,>0.6
401,ATP10A,TRIM6,0.620957706,>0.6
1140,CHRDL1,DBF4B,0.620931262,>0.6
1055,CDNF,DNAJB7,0.62080779,>0.6
5056,SPAG17,ITGAD,0.620747616,>0.6
5071,SPATA6,SFXN4,0.620640308,>0.6
3608,NT5C1B,BICD1,0.620569922,>0.6
1518,DDR2,NEK1,0.620541935,>0.6
5092,SPOCD1,MRPL34,0.620505585,>0.6
1266,CLEC4F,SLC34A3,0.620501902,>0.6
2963,LINGO4,ZC3H13,0.620481001,>0.6
1145,CHRDL1,DSCR3,0.620268254,>0.6
5427,TMEM66,FBXL12,0.620251901,>0.6
4449,ROR2,MST1,0.620248041,>0.6
1407,CRTAP,SCARF2,0.620115511,>0.6
4846,SLC25A23,BSG,0.620047843,>0.6
548,BCL2L11,IFT80,0.619831455,>0.6
475,B9D1,FAM13B,0.619707581,>0.6
3351,MTMR8,FTL,0.619680099,>0.6
2932,LINGO4,GTF2A1,0.619647517,>0.6
2699,KCNH3,ENTHD1,0.619575512,>0.6
3216,MLH3,ARHGAP33,0.619545144,>0.6
2156,FSIP1,CCDC67,0.619306199,>0.6
614,BEX1,PDE6D,0.619299532,>0.6
552,BCL2L11,KIAA1109,0.619197291,>0.6
2324,GRAMD3,GNAT2,0.619166875,>0.6
4291,RBL1,MRPS22,0.6190903,>0.6
2653,JAG1,FCN3,0.619032299,>0.6
5069,SPATA6,PSMG2,0.618855032,>0.6
4835,SLC25A14,GPRIN3,0.618829173,>0.6
3982,PLA2G4C,EXOC7,0.618809743,>0.6
2249,GLT8D2,ERGIC2,0.618789573,>0.6
2955,LINGO4,TAF1L,0.618771795,>0.6
1033,CDCA7L,PIGK,0.618764203,>0.6
5456,TMEM66,TRAPPC2L,0.618745497,>0.6
2693,KCNB2,NAPB,0.618691856,>0.6
1162,CHRDL1,L3MBTL4,0.618591967,>0.6
1063,CDNF,RNASE6,0.618588392,>0.6
3610,NT5C1B,DDX26B,0.618513487,>0.6
4833,SLC25A14,FGR,0.618498861,>0.6
3615,NT5C1B,KIFC3,0.618481518,>0.6
2007,FAM92A1,CARD10,0.618369443,>0.6
4243,RAD51C,MRPL17,0.618339293,>0.6
1778,ENTHD1,MCOLN3,0.618334837,>0.6
3387,MYC,SNRPB,0.618239197,>0.6
369,ARSE,SRP19,0.618184455,>0.6
2987,LRFN4,PIGG,0.618015746,>0.6
2723,KDM6B,GNG5,0.617931301,>0.6
3766,PARP16,MEGF6,0.617924038,>0.6
5453,TMEM66,TIGD7,0.617877638,>0.6
524,BCL2L11,C5orf42,0.617866849,>0.6
3359,MTMR8,RNF10,0.617839842,>0.6
3733,PARD6A,FAM8A1,0.617815872,>0.6
1221,CIITA,CCDC53,0.617721011,>0.6
1820,ERCC8,SCNN1D,0.61769479,>0.6
2236,GLIPR1,FTL,0.61766272,>0.6
4840,SLC25A14,RAB8B,0.617589079,>0.6
366,ARSE,LRRC42,0.617576698,>0.6
671,BRIP1,LGALS4,0.617574991,>0.6
811,C7orf63,HAPLN4,0.617569448,>0.6
594,BCL2L11,VPS8,0.617493231,>0.6
2125,FOXA3,F7,0.617331915,>0.6
5034,SNX14,TNFRSF11B,0.617288409,>0.6
133,ADCY4,PSMB3,0.617190332,>0.6
2286,GPR113,ARPC4,0.617180059,>0.6
38,ABCG5,TGM5,0.617026185,>0.6
1122,CHRDL1,ARHGEF9,0.616958296,>0.6
2411,HAS1,ATPIF1,0.616905267,>0.6
4371,RIBC1,ZMAT1,0.616842991,>0.6
4327,REM2,ITGAD,0.616815572,>0.6
2301,GPRASP2,GNPTG,0.616811244,>0.6
5297,TET1,EXOSC4,0.616783508,>0.6
5745,WDR17,TNNI3,0.616775906,>0.6
3759,PARP16,ABCA12,0.616768197,>0.6
5118,SRP19,ATP9B,0.616734367,>0.6
2715,KCTD17,ZFP91,0.616725008,>0.6
2764,KIF26A,BRMS1,0.616698542,>0.6
1883,ESPL1,SLC4A3,0.616594196,>0.6
3245,MNX1,E2F7,0.616509346,>0.6
1126,CHRDL1,C22orf23,0.616429147,>0.6
482,B9D1,SRGAP3,0.616368519,>0.6
2947,LINGO4,RAPGEF6,0.616321892,>0.6
2935,LINGO4,KBTBD7,0.616292726,>0.6
4370,RIBC1,ZFP3,0.616171449,>0.6
1685,EDEM1,CCDC150,0.616155123,>0.6
1670,EBF3,BTRC,0.615978431,>0.6
5553,TRIM69,METTL5,0.615900946,>0.6
2810,KL,SPRYD3,0.615803033,>0.6
3674,ODF3L1,LRRC16B,0.615768202,>0.6
1487,DCAF15,LGR5,0.615744644,>0.6
1399,CRIM1,SLC12A4,0.615667569,>0.6
3752,PARD6A,SFMBT1,0.615534108,>0.6
4386,RIMKLB,LAMC3,0.615529947,>0.6
479,B9D1,MAPKBP1,0.615454082,>0.6
1672,EBF4,BTRC,0.615426508,>0.6
4363,RIBC1,DDX51,0.615406892,>0.6
4252,RADIL,ISOC2,0.615261453,>0.6
6022,ZNF500,RAB8A,0.615256708,>0.6
2916,LINGO4,ATL3,0.615181292,>0.6
4935,SLC29A1,SNRNP27,0.615163968,>0.6
528,BCL2L11,CCDC66,0.615144958,>0.6
696,BUB1,PSMA1,0.615135828,>0.6
1776,ENTHD1,KDM2B,0.615126607,>0.6
4832,SLC25A14,CD300A,0.615100021,>0.6
3364,MTMR8,ZNRF1,0.614911165,>0.6
3622,NT5C1B,SHANK3,0.614823108,>0.6
2367,GTF2I,ACTR3B,0.614822624,>0.6
1133,CHRDL1,CEBPG,0.614805937,>0.6
5159,ST3GAL6,DCHS2,0.614773975,>0.6
5995,ZNF408,ZNF695,0.614741964,>0.6
1785,ENTHD1,ZNHIT6,0.614621407,>0.6
3518,NEK5,CNNM2,0.614600041,>0.6
5993,ZNF408,POP4,0.614510343,>0.6
2708,KCNS3,KATNAL2,0.614503234,>0.6
902,CBFA2T3,FAM24B,0.614465607,>0.6
4656,SCNM1,HIST3H2BB,0.614459341,>0.6
5976,ZNF335,TCEAL2,0.614452971,>0.6
122,ADCY4,CCDC22,0.61443875,>0.6
2387,GYLTL1B,ZNF607,0.614425065,>0.6
584,BCL2L11,SMG1,0.61440229,>0.6
2577,IGSF9,NOP10,0.614375492,>0.6
4106,PRIM2,PLK1,0.614374086,>0.6
556,BCL2L11,MAT1A,0.614357206,>0.6
4891,SLC25A46,RGS9,0.614248944,>0.6
1679,ECT2L,KCNB2,0.614114486,>0.6
3188,MIER2,CISD2,0.614111454,>0.6
5549,TRIM69,CCDC59,0.614080421,>0.6
539,BCL2L11,DNAH1,0.61407838,>0.6
6143,ZYG11A,DDX54,0.614050888,>0.6
2994,LRP11,PSMB6,0.614011373,>0.6
4968,SLIT1,CLK4,0.613880454,>0.6
664,BRCA2,LEMD2,0.613837106,>0.6
1582,DMWD,DISP2,0.613752222,>0.6
4292,RBL1,NUTF2,0.613649114,>0.6
1812,ERBB4,RPL19,0.613635625,>0.6
2244,GLIPR1,VPS18,0.613461583,>0.6
1773,ENTHD1,FBXO45,0.613420016,>0.6
3760,PARP16,ACVR1,0.613408438,>0.6
2039,FANCB,ZNF226,0.613389631,>0.6
3763,PARP16,CPZ,0.613370792,>0.6
1655,DYRK4,RPN1,0.613337631,>0.6
2168,FUT10,CREB5,0.61328699,>0.6
4919,SLC27A6,APOA1,0.613258329,>0.6
3412,MYO15A,PCDHAC2,0.613233577,>0.6
1909,ETV7,SSU72,0.613209512,>0.6
4290,RBL1,MIIP,0.613133518,>0.6
4915,SLC25A46,ZNHIT6,0.613122062,>0.6
560,BCL2L11,MYH3,0.613091713,>0.6
5783,WRB,SP3,0.613030171,>0.6
2702,KCNH3,MT1H,0.612895587,>0.6
1739,ELMO2,VAMP5,0.612888677,>0.6
6047,ZNF57,PSMG2,0.612727507,>0.6
3010,LRRC16B,INO80C,0.612653693,>0.6
6156,ZYG11A,VPS29,0.61264795,>0.6
4612,SCARA3,FANCM,0.612639317,>0.6
5768,WHAMM,TMEM110,0.6126192,>0.6
4815,SKAP1,TOX,0.612545148,>0.6
1182,CHRDL1,PIGC,0.612415941,>0.6
2002,FAM86B2,C9orf117,0.612415299,>0.6
5859,ZCCHC9,YDJC,0.61236788,>0.6
1996,FAM73A,YIPF3,0.612356125,>0.6
3879,PEX16,ATRN,0.612354895,>0.6
1443,CUBN,COL4A3,0.612327948,>0.6
4105,PRIM2,EXO1,0.612250532,>0.6
149,ADCY9,NOC4L,0.612204942,>0.6
2714,KCTD17,NAV2,0.612185514,>0.6
844,C9orf84,NYNRIN,0.612159177,>0.6
3054,LY86,CLTCL1,0.612120365,>0.6
4881,SLC25A46,NAPB,0.612052853,>0.6
2941,LINGO4,PAFAH1B2,0.611958542,>0.6
1159,CHRDL1,KCNB2,0.611942568,>0.6
2944,LINGO4,PPTC7,0.61190066,>0.6
3916,PGBD5,ZCCHC2,0.611865616,>0.6
5439,TMEM66,NCLN,0.611815001,>0.6
5284,TESK1,KIAA1984,0.611781472,>0.6
3194,MIER2,EXOSC5,0.611660669,>0.6
70,ACADL,COL18A1,0.611636865,>0.6
2310,GPRASP2,TMUB2,0.611544989,>0.6
5418,TMEM66,CCDC84,0.611460033,>0.6
5844,ZCCHC14,C6orf136,0.611450424,>0.6
5448,TMEM66,RNASEH2A,0.611431208,>0.6
598,BCL2L11,ZNF25,0.61142297,>0.6
5495,TOPORS,FBXO43,0.611418882,>0.6
2815,KL,TMEM167A,0.611413881,>0.6
2318,GRAMD3,ABCD4,0.611258525,>0.6
3380,MYC,LOC649330,0.611175108,>0.6
2124,FOXA3,ERBB4,0.61116504,>0.6
5142,SRRM5,YIPF2,0.611164824,>0.6
4822,SLC11A2,SLC4A11,0.611140564,>0.6
2696,KCNH1,HECA,0.611034662,>0.6
5098,SPRED1,OPA3,0.610941094,>0.6
2105,FLRT1,MRPL34,0.610909922,>0.6
4890,SLC25A46,RBM23,0.610835743,>0.6
5541,TRIM44,MYLK2,0.610778487,>0.6
2034,FANCB,STX10,0.610732339,>0.6
989,CCNK,PSMD3,0.610703166,>0.6
722,C12orf65,ZYG11A,0.610627458,>0.6
132,ADCY4,PSMA1,0.61061365,>0.6
3007,LRRC16B,EBF3,0.610566071,>0.6
1139,CHRDL1,DAPK1,0.6104982,>0.6
2298,GPRASP2,CCDC57,0.610441919,>0.6
3102,MARVELD3,KATNAL2,0.610407875,>0.6
4920,SLC27A6,HSF4,0.610329004,>0.6
1851,ERN1,MRPS12,0.610313883,>0.6
6051,ZNF57,TECR,0.610207159,>0.6
1920,EXO1,WDR72,0.610161312,>0.6
5879,ZDHHC21,ZC3H6,0.610147896,>0.6
5784,WRB,SPOP,0.610130243,>0.6
1209,CHRDL1,ZZZ3,0.610051975,>0.6
4382,RIMBP3,WDR52,0.609902868,>0.6
1665,E4F1,COX6C,0.609873476,>0.6
553,BCL2L11,KRR1,0.609867484,>0.6
6043,ZNF57,HSF4,0.609851418,>0.6
783,C2orf72,DHX35,0.609659437,>0.6
1492,DCHS2,HKDC1,0.609639445,>0.6
2827,KLF13,PSMA5,0.609617494,>0.6
1521,DDR2,SPATA6,0.609572678,>0.6
5853,ZCCHC9,DGCR8,0.609562351,>0.6
1877,ESCO2,LEMD2,0.609558058,>0.6
5313,TFPT,COL4A1,0.609538798,>0.6
168,AGBL3,NINL,0.609501225,>0.6
2698,KCNH1,UNC80,0.609493311,>0.6
18,ABCA8,SOX4,0.609474295,>0.6
593,BCL2L11,TSSK3,0.609401136,>0.6
5239,TBC1D14,BECN1,0.609382057,>0.6
1156,CHRDL1,IQGAP3,0.609367889,>0.6
80,ACTA1,GFPT2,0.609340062,>0.6
2962,LINGO4,YME1L1,0.609293628,>0.6
2144,FOXP2,ABHD3,0.609276076,>0.6
1768,ENTHD1,CACNB1,0.609257431,>0.6
1442,CUBN,CCDC102A,0.609250392,>0.6
527,BCL2L11,CCDC146,0.609185879,>0.6
37,ABCG5,EPN1,0.609116149,>0.6
558,BCL2L11,MPP2,0.609082459,>0.6
2503,HS6ST2,AP1M2,0.609049595,>0.6
1234,CIITA,PROC,0.608968708,>0.6
4709,SERHL2,TBC1D7,0.608950223,>0.6
311,ARHGAP20,SPIN2B,0.60891316,>0.6
3907,PGBD5,NOC2L,0.608904384,>0.6
134,ADCY4,SPIN2B,0.608817632,>0.6
5519,TPST1,SARNP,0.608756794,>0.6
1814,ERC2,TULP3,0.608728148,>0.6
1917,EXO1,HOXB7,0.608718748,>0.6
2389,GYPC,C6orf47,0.608673853,>0.6
2788,KL,FAM73A,0.60861739,>0.6
3111,MATN1,HIST1H1C,0.608598019,>0.6
2844,KLHL15,RPLP0,0.608534934,>0.6
4848,SLC25A23,RPF1,0.608410876,>0.6
4872,SLC25A46,GABARAPL2,0.608400496,>0.6
4895,SLC25A46,SARM1,0.608372616,>0.6
2165,FUT10,ADAT3,0.608358998,>0.6
3735,PARD6A,GTPBP10,0.60832391,>0.6
3005,LRRC14B,ZNF98,0.608323082,>0.6
68,ACADL,AP4M1,0.608304111,>0.6
4724,SERPINA9,TMEM165,0.608226934,>0.6
2934,LINGO4,IL17RA,0.608215799,>0.6
2116,FOXA3,ANKRA2,0.608213033,>0.6
5785,WRB,WDR18,0.608196584,>0.6
5457,TMEM66,U2AF1L4,0.608141344,>0.6
3427,MYOM2,MEAF6,0.608103308,>0.6
2255,GLT8D2,SLC30A6,0.608101125,>0.6
3345,MTMR8,C12orf45,0.608057558,>0.6
45,ABHD13,COX7B,0.608031033,>0.6
1738,ELMO2,RAB3IL1,0.60793817,>0.6
354,ARSE,CCDC137,0.607875392,>0.6
481,B9D1,POLK,0.607808917,>0.6
1918,EXO1,HSF4,0.607697891,>0.6
89,ACTN2,DZIP1,0.607691077,>0.6
4893,SLC25A46,RNF157,0.60762245,>0.6
2659,JAM3,ARPC3,0.607608019,>0.6
6140,ZYG11A,CCDC53,0.607602703,>0.6
1230,CIITA,MRPL52,0.607512564,>0.6
6146,ZYG11A,GPN3,0.607509248,>0.6
55,ABHD13,TM7SF2,0.607416753,>0.6
2803,KL,PIGK,0.607396601,>0.6
154,ADCY9,TMCO6,0.607352062,>0.6
460,AXL,PHF23,0.607327984,>0.6
343,ARMC2,USP12,0.607313633,>0.6
5963,ZNF302,FTL,0.607280873,>0.6
83,ACTG1,ARL4C,0.607242438,>0.6
581,BCL2L11,SEMA4F,0.60718368,>0.6
5414,TMEM66,ACD,0.607182574,>0.6
485,B9D1,TRIM23,0.607162448,>0.6
2919,LINGO4,C9orf41,0.607131047,>0.6
1271,CLN6,BATF3,0.60707446,>0.6
5361,TLR6,RNF40,0.607064027,>0.6
4574,RUNX1T1,CCDC67,0.60702389,>0.6
1278,CLN6,RNASE6,0.606979707,>0.6
2149,FOXP3,ATP5I,0.606895924,>0.6
2572,IGSF9,GRIK2,0.606891013,>0.6
1563,DIXDC1,MYOM2,0.606847641,>0.6
5983,ZNF365,CCL28,0.606670001,>0.6
1664,E4F1,ATP5E,0.606540119,>0.6
4838,SLC25A14,MYO3A,0.606505384,>0.6
862,CACNA1I,SNX32,0.606482781,>0.6
3249,MNX1,TUT1,0.606455774,>0.6
1942,EYA2,PABPC1L,0.606423502,>0.6
2309,GPRASP2,SCAF1,0.606418167,>0.6
5989,ZNF398,NR6A1,0.606377376,>0.6
5446,TMEM66,PRKCZ,0.606355048,>0.6
1120,CHRDL1,ANKRD36B,0.606288175,>0.6
6021,ZNF500,NUP37,0.606246683,>0.6
5449,TMEM66,SCNN1D,0.606242622,>0.6
1710,EHD3,ROR1,0.606223257,>0.6
3186,MIER2,ATP6V1F,0.606211394,>0.6
4314,RCBTB1,RPL7,0.606205756,>0.6
1168,CHRDL1,MAST2,0.606186225,>0.6
1092,CEP70,GEMIN6,0.606179086,>0.6
3113,MATN1,RRAGA,0.606141193,>0.6
855,CACNA1I,CSNK2B,0.606131874,>0.6
5227,TAF1A,MOAP1,0.60612563,>0.6
1149,CHRDL1,EPHA2,0.606090755,>0.6
477,B9D1,LIFR,0.606082822,>0.6
3246,MNX1,EXOSC2,0.605960603,>0.6
554,BCL2L11,LRRCC1,0.605744242,>0.6
3375,MYC,ATP5I,0.605671346,>0.6
4702,SERHL2,BLOC1S3,0.605668767,>0.6
131,ADCY4,PRAF2,0.605663073,>0.6
720,C12orf65,TTBK1,0.605607899,>0.6
3869,PER1,GTF2H5,0.605530032,>0.6
3731,PARD6A,FAM20B,0.605523216,>0.6
845,C9orf84,PER1,0.605321259,>0.6
5964,ZNF302,ITGAD,0.605206911,>0.6
3354,MTMR8,MYL12A,0.605183417,>0.6
835,C9orf16,PSEN1,0.605158607,>0.6
962,CCDC73,HDAC9,0.605006736,>0.6
5968,ZNF302,OTOA,0.604990665,>0.6
3023,LRRC36,MRPS33,0.604968189,>0.6
1737,ELMO2,HS3ST3A1,0.604922531,>0.6
4949,SLC38A1,ARX,0.604907004,>0.6
2814,KL,TM9SF3,0.6049026,>0.6
1292,CMTM6,ZFHX3,0.604902405,>0.6
3057,LY86,THOC5,0.604873854,>0.6
5211,SYNC,ENPP6,0.604855855,>0.6
5100,SPRED2,ACADL,0.604813564,>0.6
2091,FHDC1,KATNAL2,0.604797241,>0.6
2706,KCNMA1,TESK1,0.604748793,>0.6
1128,CHRDL1,CAMSAP1,0.604702698,>0.6
1777,ENTHD1,LRRCC1,0.604698646,>0.6
5176,STOX2,FKBP1B,0.604663311,>0.6
130,ADCY4,NDUFV2,0.604632866,>0.6
1706,EGR2,ATP6V1F,0.604600587,>0.6
635,BMPR2,GNAT2,0.604514588,>0.6
471,B9D1,ADCY9,0.604510773,>0.6
935,CCDC152,DCAF15,0.604510427,>0.6
4876,SLC25A46,MAP3K10,0.604409274,>0.6
5081,SPEG,TRAF7,0.604315844,>0.6
3991,PLCE1,KDM1A,0.604282583,>0.6
4440,ROBO3,PIH1D1,0.604240167,>0.6
1764,ENTHD1,ARHGAP33,0.60423032,>0.6
2929,LINGO4,EXOC6B,0.604204831,>0.6
6040,ZNF57,DMWD,0.604160993,>0.6
5299,TET1,MRPL55,0.604142885,>0.6
3000,LRRC14B,BIRC3,0.604108145,>0.6
476,B9D1,FAM179B,0.604067586,>0.6
571,BCL2L11,PUM2,0.604042641,>0.6
1009,CD300LB,MCOLN1,0.604027616,>0.6
5848,ZCCHC14,MRPS24,0.603959575,>0.6
3860,PDSS1,DEPDC5,0.603936464,>0.6
4947,SLC35B3,WDR72,0.603936368,>0.6
3358,MTMR8,PRKACA,0.603903298,>0.6
182,AIM2,DNAH7,0.603851266,>0.6
4374,RIBC1,ZNF600,0.603802149,>0.6
1154,CHRDL1,HMGN4,0.603616657,>0.6
5450,TMEM66,SLC25A14,0.603550525,>0.6
4365,RIBC1,PCMTD2,0.603497293,>0.6
1226,CIITA,GADD45GIP1,0.603495407,>0.6
536,BCL2L11,CUL9,0.603321392,>0.6
721,C12orf65,ZNF599,0.603264658,>0.6
960,CCDC73,CCDC67,0.603244752,>0.6
1964,FAM13C,COMMD7,0.603146418,>0.6
5300,TET1,POP7,0.603116307,>0.6
1708,EHD3,CLCN4,0.603068562,>0.6
3006,LRRC16B,CARNS1,0.602926835,>0.6
1875,ESAM,MYO3A,0.602907724,>0.6
3762,PARP16,C2CD4B,0.602838259,>0.6
786,C2orf72,SNRPE,0.602783214,>0.6
852,CACNA1I,AKTIP,0.60273254,>0.6
1323,COL24A1,ZNF280D,0.602691517,>0.6
4831,SLC25A14,ARRDC2,0.602684607,>0.6
4421,RNF39,FOXA3,0.602659056,>0.6
4772,SH3TC2,UBE2D4,0.602630187,>0.6
5292,TET1,COMMD5,0.602591394,>0.6
356,ARSE,COQ10A,0.602506063,>0.6
898,CATSPER2,WDR77,0.602474812,>0.6
5312,TFPT,AFAP1L1,0.602466286,>0.6
5790,WSB2,KIF19,0.602465438,>0.6
1578,DLGAP3,METRN,0.602442026,>0.6
5965,ZNF302,MBD3,0.602438462,>0.6
5285,TESK1,LENG1,0.602289325,>0.6
3407,MYO15A,ARHGAP23,0.602259371,>0.6
5455,TMEM66,TOMM40,0.602245121,>0.6
3595,NRXN1,MT1H,0.602191946,>0.6
1566,DIXDC1,RFESD,0.602148393,>0.6
5857,ZCCHC9,POLR2D,0.602106011,>0.6
672,BRIP1,PLEKHG4,0.602091994,>0.6
3983,PLA2G4C,FAM193B,0.601998907,>0.6
2386,GYLTL1B,ZNF131,0.601954634,>0.6
2768,KIF26A,RPP21,0.601898796,>0.6
5226,TAF1A,ABCC8,0.601873368,>0.6
1115,CHRDL1,ABL2,0.601857494,>0.6
3220,MLH3,LGALS4,0.601793716,>0.6
2957,LINGO4,TMCO3,0.601781039,>0.6
5129,SRRM5,FCN3,0.601738514,>0.6
3877,PEX16,AKTIP,0.601723723,>0.6
5291,TET1,CLPTM1,0.601715535,>0.6
1717,EIF2AK3,SEPN1,0.601661509,>0.6
1567,DIXDC1,RNF5,0.601591249,>0.6
86,ACTG1,HHIPL1,0.601554409,>0.6
4659,SCNM1,TPH1,0.601549659,>0.6
6153,ZYG11A,TIMM22,0.601540238,>0.6
3748,PARD6A,PPP4R4,0.601538342,>0.6
2593,IKZF5,MRPL4,0.601487215,>0.6
2948,LINGO4,RBBP5,0.601456441,>0.6
1060,CDNF,LGR6,0.601453796,>0.6
1565,DIXDC1,PURG,0.60144748,>0.6
5435,TMEM66,LRCH4,0.601440957,>0.6
3653,NUFIP1,NUTF2,0.601432022,>0.6
3627,NTRK1,CDA,0.601412726,>0.6
1073,CDT1,NDUFA3,0.601320184,>0.6
365,ARSE,JPH3,0.601309433,>0.6
1770,ENTHD1,DVL3,0.601306152,>0.6
3320,MS4A6A,ATP2C2,0.601290336,>0.6
338,ARMC2,IGF2R,0.601167556,>0.6
3764,PARP16,HABP2,0.601147361,>0.6
5282,TESK1,CCDC9,0.601115128,>0.6
2701,KCNH3,MARS,0.601107944,>0.6
1697,EEF1D,FAM89B,0.601099886,>0.6
4423,RNF39,RPL23A,0.601079428,>0.6
194,AKAP6,SDHB,0.601057858,>0.6
1032,CDCA7L,MCOLN1,0.600947106,>0.6
3628,NTRK1,EAF2,0.600909728,>0.6
2826,KLF13,MIIP,0.600883207,>0.6
4933,SLC29A1,SETD6,0.60085787,>0.6
1575,DLGAP3,COMMD1,0.600673976,>0.6
6142,ZYG11A,DDX51,0.60065964,>0.6
